Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20082237,SA_0000001476,COUNTRY,NOR,YEAR,2004,,,,,,,DATASOURCE,SA_0000001476_NOR,3.2,3.2,,,,2018-10-25T13:07:02Z,2004,2004-01-01,2004-12-31
20082238,SA_0000001476,COUNTRY,NOR,YEAR,2007,,,,,,,DATASOURCE,SA_0000001476_NOR,2.8,2.8,,,,2018-10-25T13:07:02Z,2007,2007-01-01,2007-12-31
20082239,SA_0000001476,COUNTRY,NOR,YEAR,2008,,,,,,,DATASOURCE,SA_0000001476_NOR,2.7,2.7,,,,2018-10-25T13:07:02Z,2008,2008-01-01,2008-12-31
20082240,SA_0000001476,COUNTRY,RUS,YEAR,2005,,,,,,,DATASOURCE,SA_0000001476_RUS,1.9,1.9,,,,2018-10-25T13:07:02Z,2005,2005-01-01,2005-12-31
20082241,SA_0000001476,COUNTRY,SWE,YEAR,2002,,,,,,,DATASOURCE,SA_0000001476_SWE,3,3,,,,2018-10-25T13:07:02Z,2002,2002-01-01,2002-12-31
20082242,SA_0000001476,COUNTRY,SWE,YEAR,2003,,,,,,,DATASOURCE,SA_0000001476_SWE,3,3,,,,2018-10-25T13:07:02Z,2003,2003-01-01,2003-12-31
20082243,SA_0000001476,COUNTRY,TJK,YEAR,2006,,,,,,,DATASOURCE,SA_0000001476_TJK,0.2,0.2,,,,2018-10-25T13:07:02Z,2006,2006-01-01,2006-12-31
20082244,SA_0000001476,COUNTRY,TJK,YEAR,2007,,,,,,,DATASOURCE,SA_0000001476_TJK,0.2,0.2,,,,2018-10-25T13:07:02Z,2007,2007-01-01,2007-12-31
20082245,SA_0000001476,COUNTRY,TKM,YEAR,1994,,,,,,,DATASOURCE,SA_0000001476_TKM,4,4,,,,2018-10-25T13:07:02Z,1994,1994-01-01,1994-12-31
20082246,SA_0000001476,COUNTRY,UKR,YEAR,1990,,,,,,,DATASOURCE,SA_0000001476_TKM,3.7,3.7,,,,2018-10-25T13:07:02Z,1990,1990-01-01,1990-12-31
20082247,SA_0000001476,COUNTRY,GBR,YEAR,1999,,,,,,,DATASOURCE,SA_0000001476_GBR,5.9,5.9,,,,2018-10-25T13:07:02Z,1999,1999-01-01,1999-12-31
20082248,SA_0000001476,COUNTRY,GBR,YEAR,2000,,,,,,,DATASOURCE,SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:02Z,2000,2000-01-01,2000-12-31
20082249,SA_0000001476,COUNTRY,USA,YEAR,2001,,,,,,,DATASOURCE,SA_0000001476_USA,0.9,0.9,,,,2018-10-25T13:07:02Z,2001,2001-01-01,2001-12-31
20082250,SA_0000001476,COUNTRY,USA,YEAR,2002,,,,,,,DATASOURCE,SA_0000001476_USA,0.9,0.9,,,,2018-10-25T13:07:02Z,2002,2002-01-01,2002-12-31
20082251,SA_0000001476,COUNTRY,USA,YEAR,2005,,,,,,,DATASOURCE,SA_0000001476_USA,0.9,0.9,,,,2018-10-25T13:07:02Z,2005,2005-01-01,2005-12-31
20082252,SA_0000001476,COUNTRY,BLR,YEAR,2013,,,,,,,DATASOURCE,SA_0000001476_BLR,2.6,2.6,,,,2018-10-25T13:07:02Z,2013,2013-01-01,2013-12-31
20082253,SA_0000001476,COUNTRY,DNK,YEAR,2014,,,,,,,DATASOURCE,SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:02Z,2014,2014-01-01,2014-12-31
20082254,SA_0000001476,COUNTRY,EST,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_EST,2.5,2.5,,,,2018-10-25T13:07:02Z,2012,2012-01-01,2012-12-31
20082255,SA_0000001476,COUNTRY,RUS,YEAR,2013,,,,,,,DATASOURCE,SA_0000001476_RUS,1.7,1.7,,,,2018-10-25T13:07:02Z,2013,2013-01-01,2013-12-31
20082256,SA_0000001476,COUNTRY,RUS,YEAR,2014,,,,,,,DATASOURCE,SA_0000001476_RUS,1.7,1.7,,,,2018-10-25T13:07:02Z,2014,2014-01-01,2014-12-31
20082257,SA_0000001476,COUNTRY,MKD,YEAR,2009,,,,,,,DATASOURCE,SA_0000001476_MKD,1.8,1.8,,,,2018-10-25T13:07:02Z,2009,2009-01-01,2009-12-31
20082258,SA_0000001476,COUNTRY,MKD,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_MKD,1.8,1.8,,,,2018-10-25T13:07:02Z,2010,2010-01-01,2010-12-31
20082259,SA_0000001476,COUNTRY,COK,YEAR,2005,,,,,,,DATASOURCE,SA_0000001476_COK,1.2,1.2,,,,2018-10-25T13:07:02Z,2005,2005-01-01,2005-12-31
20082260,SA_0000001476,COUNTRY,CZE,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_CZE,1.1,1.1,,,,2018-10-25T13:07:02Z,2012,2012-01-01,2012-12-31
20082261,SA_0000001476,COUNTRY,SVN,YEAR,2000,,,,,,,DATASOURCE,SA_0000001476_SVN,1.1,1.1,,,,2018-10-25T13:07:02Z,2000,2000-01-01,2000-12-31
20082262,SA_0000001476,COUNTRY,SVN,YEAR,2001,,,,,,,DATASOURCE,SA_0000001476_SVN,1,1,,,,2018-10-25T13:07:02Z,2001,2001-01-01,2001-12-31
20082263,SA_0000001476,COUNTRY,SWE,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_SWE,1.9,1.9,,,,2018-10-25T13:07:02Z,2012,2012-01-01,2012-12-31
20082264,SA_0000001476,COUNTRY,SWE,YEAR,2013,,,,,,,DATASOURCE,SA_0000001476_SWE,1.9,1.9,,,,2018-10-25T13:07:02Z,2013,2013-01-01,2013-12-31
20082265,SA_0000001476,COUNTRY,HUN,YEAR,2014,,,,,,,DATASOURCE,SA_0000001476_HUN,3.2,3.2,,,,2018-10-25T13:07:02Z,2014,2014-01-01,2014-12-31
20082266,SA_0000001476,COUNTRY,PLW,YEAR,2006,,,,,,,DATASOURCE,SA_0000001476_PLW,0.9,0.9,,,,2018-10-25T13:07:02Z,2006,2006-01-01,2006-12-31
20082267,SA_0000001476,COUNTRY,LBN,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_LBN,0.2,0.2,,,,2018-10-25T13:07:03Z,2012,2012-01-01,2012-12-31
20082268,SA_0000001476,COUNTRY,ROU,YEAR,2012,,,,,,,DATASOURCE,SA_0000001476_ROU,4,4,,,,2018-10-25T13:07:03Z,2012,2012-01-01,2012-12-31
20082269,SA_0000001476,COUNTRY,ITA,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:03Z,2015,2015-01-01,2015-12-31
20082270,SA_0000001476,COUNTRY,NZL,YEAR,2015,,,,,,,DATASOURCE,SA_0000001476_NZL,1.7,1.7,,,,2018-10-25T13:07:03Z,2015,2015-01-01,2015-12-31
20082271,SA_0000001476,COUNTRY,EST,YEAR,2011,,,,,,,DATASOURCE,SA_0000001476_EST,2.1,2.1,,,,2018-10-25T13:07:03Z,2011,2011-01-01,2011-12-31
20082272,SA_0000001476,COUNTRY,AZE,YEAR,2016,,,,,,,DATASOURCE,SA_0000001476_AZE,0.6,0.6,,,,2018-10-25T13:07:03Z,2016,2016-01-01,2016-12-31
20082273,SA_0000001476,COUNTRY,AZE,YEAR,2017,,,,,,,DATASOURCE,SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:03Z,2017,2017-01-01,2017-12-31
20082274,SA_0000001476,COUNTRY,ARM,YEAR,2010,,,,,,,DATASOURCE,SA_0000001476_ARM,1.8,1.8,,,,2018-10-25T13:07:03Z,2010,2010-01-01,2010-12-31
20082275,SA_0000001476,COUNTRY,AUS,YEAR,2004,,,,,,,DATASOURCE,SA_0000001476_AUS,2.6,2.6,,,,2018-10-25T13:07:03Z,2004,2004-01-01,2004-12-31
20082276,SA_0000001476,COUNTRY,AUT,YEAR,2000,,,,,,,DATASOURCE,SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:03Z,2000,2000-01-01,2000-12-31
