Title,Year,% of Pop. Abstainers,NumericValue,Min,Max
Croatia,2013,21.6 [20.4 - 22.7],21.5618162,20.3973227,22.7263097
Belgium,2014,28.4 [27.0 - 29.8],28.3921672,26.9738065,29.810528
Lithuania,2020,24.9 [23.2 - 26.5],24.8547994,23.1810703,26.5285284
Italy,2006,33.7 [32.1 - 35.4],33.7153455,32.0645786,35.3661124
Republic of Moldova,2018,21.6 [19.9 - 23.4],21.6362618,19.8745601,23.3979634
Lithuania,2004,31.1 [29.0 - 33.2],31.0812338,28.9756804,33.1867873
Austria,2002,28.0 [26.6 - 29.5],28.0065011,26.5565372,29.456465
Romania,2002,17.3 [15.0 - 19.5],17.2500067,14.9696575,19.5303559
Lithuania,2001,18.3 [16.9 - 19.7],18.306834,16.8741864,19.7394816
Iceland,2006,15.4 [14.5 - 16.3],15.4346178,14.543947,16.3252886
Georgia,2003,49.3 [46.0 - 52.5],49.2583883,46.0083222,52.5084544
France,2011,29.5 [28.0 - 31.0],29.5236592,28.0406799,31.0066386
Türkiye,2019,85.1 [82.8 - 87.4],85.0677649,82.7814184,87.3541114
United Kingdom of Great Britain and Northern Ireland,2014,22.4 [21.3 - 23.5],22.4162363,21.293098,23.5393747
North Macedonia,2013,69.0 [65.0 - 72.9],68.9795127,65.0413521,72.9176733
Latvia,2008,17.5 [16.2 - 18.7],17.4625103,16.2068194,18.7182012
Norway,2005,16.0 [15.1 - 16.9],16.0118397,15.0834669,16.9402126
Spain,2013,23.4 [22.2 - 24.6],23.4250828,22.2396757,24.6104898
Czechia,2010,32.9 [31.2 - 34.6],32.9212764,31.2181972,34.6243556
Russian Federation,2014,50.2 [47.9 - 52.4],50.159744,47.9348218,52.3846663
Iceland,2017,14.2 [13.3 - 15.1],14.1746095,13.2921165,15.0571025
Norway,2020,29.1 [27.3 - 30.9],29.1035955,27.2805713,30.9266196
Finland,2014,28.8 [27.4 - 30.3],28.8246976,27.3705604,30.2788348
Spain,2012,31.0 [29.4 - 32.5],30.9722092,29.4484119,32.4960064
Azerbaijan,2001,80.5 [76.7 - 84.4],80.5296908,76.6958264,84.3635553
Lithuania,2002,31.9 [29.6 - 34.1],31.8809259,29.6347467,34.1271051
Türkiye,2013,85.5 [83.3 - 87.6],85.450989,83.2575728,87.6444051
Cyprus,2020,24.2 [22.4 - 25.9],24.1507407,22.3945745,25.9069069
Kazakhstan,2007,75.9 [71.8 - 79.9],75.8592732,71.7913274,79.9272191
Slovenia,2002,29.2 [27.7 - 30.7],29.2052631,27.7259344,30.6845917
Sweden,2014,15.4 [14.6 - 16.3],15.4483887,14.5909645,16.3058128
Lithuania,2018,17.5 [16.2 - 18.8],17.4909011,16.1942609,18.7875412
Estonia,2006,29.2 [27.1 - 31.2],29.1680485,27.1367191,31.199378
Latvia,2013,17.6 [16.4 - 18.9],17.6498136,16.3533464,18.9462807
Spain,2014,32.1 [30.5 - 33.6],32.072746,30.5105749,33.6349171
Kyrgyzstan,2012,79.7 [75.8 - 83.7],79.71521,75.7579637,83.6724562
Turkmenistan,2014,76.6 [72.1 - 81.2],76.6350445,72.0968411,81.1732478
Cyprus,2002,19.9 [18.6 - 21.3],19.9246318,18.58445,21.2648137
Albania,2015,62.8 [60.5 - 65.1],62.777887,60.4991369,65.0566371
Hungary,2008,28.1 [26.7 - 29.6],28.1493876,26.719474,29.5793012
Bulgaria,2008,35.2 [33.2 - 37.2],35.2150653,33.2236592,37.2064714
Iceland,2017,27.0 [25.5 - 28.6],27.0354546,25.4673814,28.6035278
Kazakhstan,2020,66.1 [61.7 - 70.6],66.1217365,61.6532535,70.5902196
Switzerland,2008,19.8 [18.7 - 20.8],19.7676969,18.6873677,20.8480262
Hungary,2006,34.9 [33.1 - 36.7],34.9028712,33.0782481,36.7274942
Bulgaria,2011,45.4 [42.9 - 47.8],45.3505827,42.9125241,47.7886413
Denmark,2002,21.3 [20.2 - 22.4],21.3001582,20.2075357,22.3927806
Armenia,2016,59.2 [55.3 - 63.1],59.1802045,55.2997944,63.0606147
United Kingdom of Great Britain and Northern Ireland,2005,21.1 [20.0 - 22.3],21.1425958,20.0277355,22.2574561
Armenia,2013,50.4 [47.0 - 53.7],50.3777581,47.0177306,53.7377856
Andorra,2017,20.8 [19.6 - 22.1],20.8343079,19.5509465,22.1176692
Netherlands (Kingdom of the),2015,30.0 [28.5 - 31.6],30.0382608,28.4837284,31.5927932
Georgia,2003,58.2 [54.4 - 62.0],58.179251,54.4000385,61.9584636
Ukraine,2007,22.8 [21.0 - 24.7],22.8455952,21.0040603,24.6871301
Azerbaijan,2004,91.7 [88.9 - 94.6],91.7311896,88.9122331,94.550146
Austria,2005,13.7 [12.9 - 14.4],13.6890478,12.9412982,14.4367974
Norway,2009,22.7 [21.4 - 24.0],22.7015803,21.3672173,24.0359432
Netherlands (Kingdom of the),2011,29.1 [27.6 - 30.5],29.0625118,27.6203332,30.5046903
Norway,2016,16.3 [15.2 - 17.3],16.2722788,15.2115422,17.3330154
Israel,2016,29.3 [27.0 - 31.5],29.2889184,27.0297468,31.54809
Poland,2012,34.9 [33.2 - 36.6],34.9171511,33.2083183,36.625984
Malta,2004,18.5 [17.3 - 19.7],18.4705406,17.2901886,19.6508927
France,2003,28.6 [27.0 - 30.2],28.6407309,27.0475684,30.2338934
Iceland,2013,15.7 [14.7 - 16.6],15.6605747,14.7430869,16.5780625
Austria,2013,13.5 [12.8 - 14.3],13.538183,12.7835237,14.2928424
Bulgaria,2011,24.9 [23.4 - 26.4],24.9058975,23.4144674,26.3973277
Republic of Moldova,2005,21.8 [20.0 - 23.6],21.8121127,19.9996976,23.6245278
Hungary,2019,36.0 [34.2 - 37.8],36.0096358,34.208258,37.8110135
Turkmenistan,2002,90.6 [87.8 - 93.5],90.6364874,87.8118915,93.4610834
Lithuania,2010,25.0 [23.3 - 26.6],24.9871016,23.3308565,26.6433468
Malta,2019,14.0 [13.2 - 14.8],13.9863705,13.1950011,14.7777399
Romania,2013,31.6 [29.1 - 34.1],31.633774,29.1186322,34.1489158
Tajikistan,2020,93.0 [90.2 - 95.8],92.9788366,90.1918446,95.7658286
Belgium,2006,29.5 [28.0 - 30.9],29.4665993,28.0354981,30.8977005
Austria,2020,13.7 [12.9 - 14.5],13.7392671,12.9384017,14.5401326
Romania,2011,24.5 [22.5 - 26.6],24.5351941,22.4937794,26.5766088
Armenia,2011,59.1 [55.3 - 63.0],59.1477869,55.2538092,63.0417646
Germany,2018,13.8 [13.0 - 14.6],13.7744837,12.9589465,14.590021
Netherlands (Kingdom of the),2017,15.6 [14.6 - 16.5],15.5573818,14.6337372,16.4810264
Luxembourg,2017,19.9 [17.5 - 22.2],19.8925197,17.5409972,22.2440423
Slovenia,2010,36.8 [35.0 - 38.5],36.763945,34.9911784,38.5367116
Spain,2014,24.2 [23.0 - 25.4],24.2028908,22.9801649,25.4256167
Poland,2005,29.1 [27.5 - 30.7],29.0667626,27.4794475,30.6540777
France,2001,21.2 [19.9 - 22.5],21.2011421,19.9260486,22.4762357
Croatia,2016,31.2 [29.7 - 32.8],31.2345632,29.6614066,32.8077199
Russian Federation,2005,28.6 [26.9 - 30.3],28.5884301,26.8875411,30.289319
Portugal,2017,22.2 [21.1 - 23.4],22.2206087,21.080591,23.3606264
Slovakia,2007,35.3 [33.6 - 37.1],35.3382749,33.5766227,37.0999272
Ukraine,2003,41.1 [38.4 - 43.8],41.1114313,38.3785095,43.8443532
Albania,2008,48.4 [46.2 - 50.6],48.4138668,46.1994045,50.6283292
Austria,2015,13.7 [12.9 - 14.5],13.6962566,12.9334336,14.4590796
Armenia,2002,54.3 [50.7 - 58.0],54.3487991,50.688608,58.0089902
Republic of Moldova,2001,32.2 [29.9 - 34.6],32.2488143,29.9326609,34.5649676
Slovakia,2002,20.0 [18.8 - 21.1],19.9770065,18.8162129,21.1378
Republic of Moldova,2013,29.4 [27.3 - 31.6],29.4359767,27.3164959,31.5554574
Türkiye,2010,94.6 [93.4 - 95.8],94.603261,93.3714343,95.8350877
Türkiye,2005,87.0 [85.0 - 89.0],87.0157225,84.9867125,89.0447325
North Macedonia,2014,46.2 [42.6 - 49.8],46.1859334,42.5617757,49.8100912
Estonia,2009,24.1 [22.5 - 25.6],24.0570724,22.4959152,25.6182296
Spain,2004,21.1 [20.0 - 22.3],21.1311671,19.9708879,22.2914462
Lithuania,2012,29.3 [27.4 - 31.2],29.3127171,27.3925365,31.2328976
Sweden,2000,24.1 [22.9 - 25.4],24.144322,22.8902701,25.3983739
Italy,2019,16.7 [15.8 - 17.6],16.7333245,15.8177746,17.6488744
Republic of Moldova,2004,22.2 [20.4 - 24.0],22.2109288,20.3990292,24.0228284
Czechia,2006,25.2 [23.8 - 26.6],25.1818055,23.779431,26.5841801
Belgium,2012,22.0 [20.9 - 23.1],22.0240805,20.9243468,23.1238141
Switzerland,2005,20.7 [19.7 - 21.8],20.727004,19.6952989,21.758709
Malta,2013,32.5 [30.8 - 34.1],32.4766871,30.8068181,34.146556
Croatia,2001,38.1 [36.1 - 40.2],38.1415265,36.0881835,40.1948695
Lithuania,2000,26.2 [24.3 - 28.2],26.2424351,24.2684365,28.2164337
Finland,2015,22.1 [20.9 - 23.2],22.0518545,20.9102858,23.1934232
Lithuania,2005,24.7 [23.1 - 26.4],24.7494102,23.0677311,26.4310893
Austria,2019,26.2 [24.7 - 27.7],26.2051595,24.6994176,27.7109014
Belarus,2019,38.4 [35.8 - 41.0],38.4143243,35.8274209,41.0012278
Switzerland,2002,13.4 [12.6 - 14.1],13.3642264,12.6456324,14.0828205
Slovakia,2004,28.8 [27.2 - 30.3],28.7740507,27.2166515,30.3314498
Armenia,2003,62.9 [58.8 - 67.1],62.921435,58.7739676,67.0689024
Italy,2002,15.3 [14.5 - 16.2],15.3373958,14.4785593,16.1962322
Portugal,2006,27.8 [26.2 - 29.3],27.7792916,26.218653,29.3399302
Lithuania,2019,25.1 [23.4 - 26.8],25.0922379,23.3838454,26.8006305
Finland,2002,14.3 [13.5 - 15.2],14.3428883,13.5191292,15.1666473
Cyprus,2012,22.7 [21.1 - 24.4],22.7212605,21.0632282,24.3792929
Cyprus,2009,31.4 [29.4 - 33.5],31.4026938,29.3521625,33.4532252
Italy,2012,16.7 [15.8 - 17.6],16.7343271,15.8187111,17.6499431
Turkmenistan,2006,79.0 [75.0 - 83.0],79.0127178,74.9984523,83.0269832
Tajikistan,2014,88.3 [84.8 - 91.7],88.2730197,84.8294136,91.7166259
Azerbaijan,2006,91.4 [88.3 - 94.4],91.356942,88.3300882,94.3837958
France,2019,29.8 [28.3 - 31.3],29.8007812,28.2589884,31.3425739
Azerbaijan,2002,91.7 [88.9 - 94.4],91.6808623,88.9207031,94.4410215
Kazakhstan,2013,83.6 [79.5 - 87.6],83.5646716,79.5396973,87.589646
Uzbekistan,2001,79.1 [74.6 - 83.5],79.0538559,74.5996823,83.5080296
Denmark,2006,21.3 [20.2 - 22.3],21.2633715,20.2128166,22.3139263
North Macedonia,2005,55.1 [51.4 - 58.8],55.0883843,51.4210511,58.7557174
Czechia,2015,25.2 [23.9 - 26.6],25.2067189,23.8583471,26.5550907
Hungary,2005,35.3 [33.4 - 37.1],35.2616163,33.4220115,37.1012212
Slovenia,2007,27.8 [26.4 - 29.1],27.7513263,26.3635871,29.1390655
Georgia,2016,33.6 [31.2 - 35.9],33.5609772,31.2176382,35.9043162
Spain,2012,15.3 [14.4 - 16.1],15.2767738,14.438681,16.1148665
Ireland,2011,18.1 [17.1 - 19.1],18.1016997,17.1406266,19.0627728
Turkmenistan,2015,83.1 [79.2 - 87.1],83.1322993,79.1658979,87.0987007
Azerbaijan,2008,90.9 [87.7 - 94.2],90.9407815,87.6584549,94.2231081
Italy,2013,25.7 [24.4 - 27.0],25.6737588,24.3879175,26.9596001
Switzerland,2007,13.3 [12.5 - 14.0],13.2714906,12.5304729,14.0125083
Georgia,2016,44.3 [41.3 - 47.3],44.2845878,41.3063259,47.2628496
Tajikistan,2012,83.8 [79.7 - 87.9],83.8169333,79.7210885,87.912778
Bulgaria,2005,36.5 [34.3 - 38.6],36.4543723,34.3094787,38.5992658
Spain,2015,21.7 [20.7 - 22.8],21.7363659,20.670139,22.8025928
Czechia,2000,25.7 [24.2 - 27.2],25.7005568,24.1621593,27.2389542
Denmark,2009,14.8 [14.1 - 15.6],14.8490611,14.0592862,15.638836
Turkmenistan,2007,85.4 [81.9 - 88.9],85.4175506,81.9442421,88.8908592
Bosnia and Herzegovina,2000,49.0 [45.1 - 52.8],48.9594787,45.0826774,52.8362801
Slovenia,2004,20.1 [19.1 - 21.2],20.1321827,19.0596789,21.2046866
Republic of Moldova,2020,30.8 [28.6 - 32.9],30.7605348,28.5905684,32.9305013
United Kingdom of Great Britain and Northern Ireland,2001,28.3 [26.8 - 29.8],28.2726474,26.7644145,29.7808804
Belarus,2016,31.4 [29.2 - 33.6],31.4146713,29.1891832,33.6401593
Sweden,2012,29.9 [28.4 - 31.4],29.9483168,28.4468212,31.4498124
Türkiye,2009,86.2 [84.1 - 88.3],86.2381609,84.1370385,88.3392832
Kyrgyzstan,2014,79.2 [75.2 - 83.2],79.2192995,75.1976285,83.2409705
Austria,2013,20.4 [19.3 - 21.5],20.4013121,19.3243456,21.4782786
Tajikistan,2011,84.1 [80.0 - 88.1],84.0518971,79.9779561,88.125838
Belgium,2010,28.9 [27.5 - 30.3],28.9311806,27.5162483,30.3461128
Denmark,2003,21.2 [20.1 - 22.3],21.2115532,20.1185188,22.3045877
Turkmenistan,2015,76.4 [71.9 - 81.0],76.436041,71.8801438,80.9919382
Greece,2018,19.0 [17.9 - 20.1],18.9982867,17.9120972,20.0844762
Luxembourg,2014,15.7 [14.0 - 17.3],15.6512813,13.972995,17.3295676
Uzbekistan,2016,85.5 [81.6 - 89.3],85.4858856,81.6267897,89.3449814
Austria,2012,13.6 [12.8 - 14.3],13.5854961,12.835582,14.3354101
Estonia,2001,18.9 [17.4 - 20.5],18.9442678,17.4279548,20.4605807
Germany,2010,21.7 [20.6 - 22.8],21.6591954,20.5659798,22.7524111
Iceland,2008,21.9 [20.7 - 23.1],21.8785802,20.6809206,23.0762398
Germany,2000,27.7 [26.0 - 29.3],27.6508276,25.9690227,29.3326325
Poland,2019,18.1 [17.1 - 19.1],18.1132435,17.1271362,19.0993507
Portugal,2005,13.7 [12.8 - 14.6],13.7004503,12.8460596,14.554841
Romania,2002,32.1 [28.1 - 36.0],32.0837355,28.1437265,36.0237445
North Macedonia,2017,57.6 [53.8 - 61.4],57.6183123,53.8489534,61.3876712
Tajikistan,2003,92.7 [90.1 - 95.3],92.712939,90.1399109,95.285967
Germany,2016,21.1 [20.0 - 22.2],21.0790732,19.9555978,22.2025485
Iceland,2015,27.9 [26.4 - 29.4],27.8884251,26.3803293,29.3965209
Tajikistan,2004,83.5 [79.8 - 87.1],83.4512257,79.7674481,87.1350033
Netherlands (Kingdom of the),2013,22.5 [21.3 - 23.7],22.5255348,21.3441722,23.7068974
Turkmenistan,2005,84.9 [81.5 - 88.3],84.8882605,81.4694608,88.3070603
Italy,2018,16.6 [15.7 - 17.5],16.5664196,15.6660474,17.4667918
North Macedonia,2010,57.3 [53.5 - 61.1],57.2830959,53.5130241,61.0531677
Belgium,2014,21.6 [20.5 - 22.7],21.5657627,20.4635859,22.6679396
Greece,2014,36.0 [34.1 - 37.8],35.9849974,34.1494536,37.8205412
Uzbekistan,2006,83.4 [79.4 - 87.5],83.4493404,79.3651538,87.5335271
Iceland,2011,15.8 [14.9 - 16.7],15.8245977,14.9042801,16.7449154
Germany,2007,14.1 [13.3 - 14.9],14.1038737,13.3349169,14.8728304
Ukraine,2009,22.1 [20.3 - 23.9],22.1065342,20.310196,23.9028724
Denmark,2012,22.7 [21.5 - 23.9],22.7106151,21.5471341,23.8740961
Greece,2010,33.4 [31.7 - 35.1],33.391206,31.7077143,35.0746976
Spain,2018,21.5 [20.5 - 22.6],21.5278059,20.474091,22.5815209
Poland,2019,26.3 [25.0 - 27.7],26.3324555,24.9806422,27.6842687
Belarus,2014,37.3 [34.8 - 39.9],37.3406661,34.8057735,39.8755588
Austria,2018,13.4 [12.6 - 14.2],13.4369676,12.6349318,14.2390033
Uzbekistan,2012,91.9 [88.8 - 94.9],91.8502603,88.8105128,94.8900078
Estonia,2007,16.1 [14.9 - 17.3],16.0827316,14.8889844,17.2764787
Azerbaijan,2013,85.9 [81.9 - 90.0],85.9366108,81.8672413,90.0059802
Belgium,2018,29.3 [27.7 - 30.8],29.2774793,27.7348284,30.8201302
Ireland,2007,16.7 [15.7 - 17.7],16.7075697,15.6943358,17.7208036
Czechia,2012,32.8 [31.1 - 34.5],32.7818188,31.070909,34.4927286
Czechia,2013,25.4 [24.1 - 26.8],25.4256681,24.0913263,26.7600099
Greece,2016,28.0 [26.5 - 29.5],28.0026995,26.5260283,29.4793707
Lithuania,2008,16.8 [15.6 - 18.0],16.7877833,15.6044903,17.9710762
Germany,2001,21.0 [19.8 - 22.2],20.978254,19.7561806,22.2003274
Switzerland,2001,26.6 [25.3 - 28.0],26.6179638,25.2820038,27.9539239
Poland,2019,33.9 [32.2 - 35.6],33.8746823,32.1677055,35.5816591
Kazakhstan,2011,84.5 [80.7 - 88.4],84.5181058,80.6663336,88.3698779
Belarus,2017,22.1 [20.3 - 23.9],22.1298608,20.3128578,23.9468638
Armenia,2013,39.3 [36.6 - 42.0],39.309188,36.6127723,42.0056037
Cyprus,2019,41.1 [38.5 - 43.6],41.0735182,38.5111053,43.6359312
North Macedonia,2010,68.6 [64.7 - 72.5],68.6055642,64.6739564,72.5371719
Russian Federation,2020,52.5 [50.1 - 55.0],52.538222,50.0614759,55.0149681
Spain,2002,22.1 [20.9 - 23.4],22.1183972,20.8802813,23.356513
Armenia,2007,41.0 [38.2 - 43.8],41.030007,38.2180649,43.8419491
Portugal,2018,22.3 [21.1 - 23.4],22.2806282,21.1475803,23.4136762
Georgia,2012,33.4 [30.9 - 35.8],33.370171,30.9281808,35.8121611
Luxembourg,2020,11.3 [9.9 - 12.7],11.2869769,9.8775416,12.6964123
Ireland,2010,18.1 [17.1 - 19.1],18.1072965,17.146577,19.0680159
Russian Federation,2015,27.9 [26.2 - 29.5],27.8766308,26.2237604,29.5295012
Bulgaria,2009,24.9 [23.4 - 26.4],24.9193958,23.4098437,26.4289479
Luxembourg,2000,17.0 [15.9 - 18.0],16.9668245,15.9317871,18.0018618
Estonia,2008,23.3 [21.7 - 24.9],23.2896474,21.7264121,24.8528826
Romania,2006,25.0 [22.7 - 27.4],25.0213213,22.6613044,27.3813382
North Macedonia,2009,57.2 [53.4 - 61.0],57.1900528,53.418483,60.9616226
Switzerland,2019,13.4 [12.4 - 14.3],13.3642792,12.4002744,14.328284
Iceland,2009,15.3 [14.4 - 16.2],15.3173654,14.4331888,16.201542
Luxembourg,2018,20.0 [17.6 - 22.4],19.9580987,17.5542415,22.3619559
Croatia,2003,20.9 [19.7 - 22.1],20.9321965,19.7480569,22.1163361
Turkmenistan,2016,83.1 [79.2 - 87.1],83.1277495,79.1574427,87.0980563
Netherlands (Kingdom of the),2007,28.3 [26.9 - 29.7],28.3226749,26.9430636,29.7022862
Russian Federation,2009,26.9 [25.4 - 28.4],26.905704,25.37578,28.435628
Portugal,2005,21.1 [19.9 - 22.4],21.1432198,19.8887259,22.3977136
Germany,2006,28.4 [27.0 - 29.9],28.445219,26.9621003,29.9283378
Russian Federation,2004,28.9 [27.2 - 30.6],28.9083271,27.1734956,30.6431586
Slovakia,2000,20.0 [18.8 - 21.2],20.0366291,18.8439566,21.2293016
Bulgaria,2020,23.8 [22.5 - 25.2],23.838477,22.4706407,25.2063132
Germany,2020,21.2 [20.0 - 22.3],21.169079,19.9940348,22.3441233
Slovenia,2016,36.5 [34.7 - 38.3],36.4897201,34.6908432,38.2885969
Albania,2010,61.1 [58.8 - 63.4],61.1020231,58.7807587,63.4232875
France,2012,15.0 [14.2 - 15.9],15.0473005,14.231892,15.862709
Slovakia,2004,20.2 [19.1 - 21.4],20.2151503,19.0523759,21.3779246
Russian Federation,2007,27.3 [25.7 - 28.9],27.3094814,25.7016934,28.9172694
Bosnia and Herzegovina,2020,57.4 [53.7 - 61.1],57.3947029,53.658484,61.1309218
Belarus,2001,22.6 [20.8 - 24.5],22.6486537,20.8250754,24.472232
Latvia,2007,17.8 [16.5 - 19.1],17.8158188,16.5128962,19.1187414
Romania,2011,16.7 [15.2 - 18.2],16.6970151,15.2122158,18.1818144
Switzerland,2015,19.7 [18.4 - 20.9],19.6724628,18.4047534,20.9401722
Czechia,2018,17.3 [16.2 - 18.3],17.2668479,16.2220222,18.3116736
Romania,2008,31.3 [28.0 - 34.5],31.2710878,28.0398673,34.5023083
United Kingdom of Great Britain and Northern Ireland,2003,21.4 [20.2 - 22.5],21.3500502,20.2102274,22.4898731
Austria,2014,20.2 [19.1 - 21.3],20.1755062,19.0915831,21.2594294
Hungary,2002,35.2 [33.3 - 37.1],35.1547889,33.2517906,37.0577872
Ukraine,2014,32.0 [29.8 - 34.3],32.0361648,29.8008259,34.2715037
Andorra,2016,12.4 [11.6 - 13.3],12.4427749,11.595047,13.2905029
Luxembourg,2010,11.2 [10.2 - 12.2],11.1949116,10.1732821,12.2165411
Estonia,2001,34.0 [31.5 - 36.5],34.0093309,31.5020514,36.5166105
Malta,2020,15.2 [14.3 - 16.0],15.1815351,14.3196924,16.0433777
Slovenia,2005,27.9 [26.5 - 29.3],27.878765,26.4785542,29.2789759
Ireland,2013,12.8 [12.1 - 13.5],12.7787579,12.0634552,13.4940606
Hungary,2012,36.5 [34.7 - 38.3],36.4761623,34.6961024,38.2562222
Hungary,2013,19.7 [18.6 - 20.7],19.6666354,18.6164901,20.7167808
Andorra,2008,15.9 [14.8 - 16.9],15.8589007,14.8176293,16.9001721
Greece,2002,17.5 [16.4 - 18.6],17.4958899,16.4285325,18.5632473
Denmark,2006,28.1 [26.8 - 29.5],28.1086798,26.7516395,29.4657201
Romania,2015,31.7 [29.2 - 34.1],31.6599481,29.2434491,34.0764471
Turkmenistan,2006,85.0 [81.6 - 88.5],85.0135232,81.5576233,88.4694231
Luxembourg,2007,20.9 [19.1 - 22.7],20.9262923,19.1491585,22.703426
Belarus,2006,29.8 [27.6 - 32.0],29.7961701,27.6122168,31.9801235
Bosnia and Herzegovina,2007,45.3 [41.7 - 49.0],45.3363024,41.6945031,48.9781017
Germany,2012,21.3 [20.2 - 22.4],21.2776752,20.1919253,22.3634252
Latvia,2003,34.6 [32.0 - 37.2],34.5888574,32.0251077,37.1526071
Kazakhstan,2001,63.3 [59.0 - 67.5],63.2756161,59.0250546,67.5261775
Slovenia,2011,36.4 [34.6 - 38.1],36.3833122,34.620904,38.1457203
Slovakia,2016,27.5 [26.2 - 28.9],27.5495262,26.1541913,28.9448611
Lithuania,2012,23.4 [21.8 - 24.9],23.3782277,21.807506,24.9489494
Israel,2009,29.9 [27.6 - 32.1],29.8625828,27.6256613,32.0995042
Tajikistan,2000,82.5 [78.9 - 86.1],82.5347196,78.9255982,86.143841
Albania,2006,61.0 [58.7 - 63.3],61.0129919,58.7150462,63.3109375
Ukraine,2000,23.7 [21.8 - 25.6],23.6800979,21.7853566,25.5748392
Lithuania,2015,24.1 [22.6 - 25.7],24.1188952,22.5869884,25.6508019
Latvia,2012,32.7 [30.5 - 34.9],32.6971757,30.5161131,34.8782383
Republic of Moldova,2003,38.0 [35.3 - 40.6],37.9540433,35.3433776,40.5647091
Andorra,2002,11.9 [11.0 - 12.7],11.8641874,11.0312887,12.6970861
Estonia,2011,16.0 [14.8 - 17.1],15.9544902,14.8292961,17.0796844
Portugal,2002,13.7 [12.8 - 14.6],13.7097811,12.8123835,14.6071786
Romania,2007,17.0 [15.2 - 18.7],16.9522994,15.1664069,18.7381918
Germany,2019,13.9 [13.1 - 14.7],13.8933179,13.0734733,14.7131625
Bosnia and Herzegovina,2013,69.4 [65.5 - 73.4],69.440011,65.4889025,73.3911195
Israel,2017,29.1 [26.8 - 31.3],29.0726634,26.8274094,31.3179175
Republic of Moldova,2008,37.5 [35.0 - 40.1],37.5438947,34.9910397,40.0967497
Austria,2000,27.2 [25.7 - 28.8],27.2358923,25.6940099,28.7777747
Turkmenistan,2011,77.8 [73.4 - 82.3],77.8335327,73.4153974,82.2516681
Uzbekistan,2005,77.9 [73.2 - 82.5],77.8868178,73.2485656,82.52507
Switzerland,2003,26.9 [25.6 - 28.2],26.8867457,25.5608064,28.212685
Uzbekistan,2003,84.6 [80.8 - 88.5],84.6499478,80.7817979,88.5180978
Norway,2020,15.3 [14.3 - 16.3],15.3208359,14.3112893,16.3303825
Turkmenistan,2004,90.6 [87.8 - 93.5],90.6197628,87.7522047,93.4873208
Portugal,2012,14.8 [13.9 - 15.7],14.8087647,13.9427995,15.6747298
Turkmenistan,2017,76.4 [71.9 - 81.0],76.4377016,71.8645451,81.010858
Turkmenistan,2013,83.4 [79.4 - 87.3],83.3693078,79.44313,87.2954856
Slovakia,2020,27.2 [25.9 - 28.6],27.2440739,25.8666233,28.6215244
Slovakia,2008,34.3 [32.6 - 36.0],34.2665137,32.5679531,35.9650742
Greece,2000,17.4 [16.3 - 18.5],17.4026823,16.2973448,18.5080199
France,2013,15.3 [14.4 - 16.1],15.2582348,14.4375089,16.0789608
Netherlands (Kingdom of the),2013,15.3 [14.4 - 16.2],15.2991846,14.4446379,16.1537314
Sweden,2003,15.7 [14.8 - 16.5],15.657052,14.7951525,16.5189515
Ireland,2000,18.3 [17.1 - 19.6],18.3341067,17.0922538,19.5759595
Lithuania,2016,24.4 [22.8 - 26.0],24.3858399,22.8178004,25.9538795
France,2013,23.0 [21.8 - 24.1],22.9825672,21.8175267,24.1476078
Iceland,2012,15.8 [14.9 - 16.7],15.8030715,14.8815782,16.7245648
Belarus,2015,31.3 [29.0 - 33.5],31.2663454,29.0466505,33.4860404
Armenia,2009,51.2 [47.8 - 54.6],51.2013523,47.7795332,54.6231715
Denmark,2004,21.3 [20.2 - 22.3],21.27933,20.2088982,22.3497618
Malta,2003,18.6 [17.4 - 19.7],18.5543009,17.3620259,19.7465759
Turkmenistan,2000,77.6 [73.8 - 81.5],77.6192104,73.7678662,81.4705546
Kyrgyzstan,2019,74.6 [70.3 - 78.9],74.5829808,70.2831769,78.8827847
Bosnia and Herzegovina,2019,44.2 [40.7 - 47.7],44.2213689,40.7127577,47.7299801
Serbia,2016,40,40.0,,
Romania,2015,24.5 [22.6 - 26.4],24.4649134,22.5595834,26.3702435
Slovenia,2014,19.3 [18.3 - 20.4],19.3400923,18.3297282,20.3504565
Türkiye,2019,94.3 [93.0 - 95.7],94.3205502,92.9821116,95.6589888
Albania,2016,36.5 [34.3 - 38.7],36.5340164,34.3383771,38.7296557
France,2018,15.6 [14.7 - 16.4],15.5600865,14.701143,16.4190299
Netherlands (Kingdom of the),2013,29.5 [28.0 - 31.0],29.5271415,28.0191823,31.0351007
Czechia,2011,17.6 [16.6 - 18.6],17.5865803,16.6141852,18.5589755
North Macedonia,2011,68.8 [64.9 - 72.8],68.8287884,64.8958515,72.7617253
Republic of Moldova,2013,21.1 [19.4 - 22.9],21.1486823,19.4183102,22.8790543
North Macedonia,2016,57.8 [54.0 - 61.6],57.7940692,54.0117018,61.5764366
Portugal,2014,22.4 [21.2 - 23.6],22.4291255,21.2392314,23.6190195
Czechia,2009,25.0 [23.6 - 26.4],25.0220238,23.6465787,26.3974689
Uzbekistan,2013,86.4 [82.6 - 90.1],86.361094,82.6230807,90.0991072
Sweden,2008,23.0 [21.8 - 24.1],22.9628025,21.7939276,24.1316774
United Kingdom of Great Britain and Northern Ireland,2017,14.7 [13.9 - 15.5],14.7359723,13.9354567,15.5364878
